funded_amnt,emp_length,home_ownership,annual_inc,last_pymnt_amnt,mort_acc,int_rate,mo_sin_old_rev_tl_op,avg_cur_bal,acc_open_past_24mths,num_sats,loan_status
8000,2 years,MORTGAGE,180000,5380.85,3,13.99,199,102008,4,8,Fully Paid
14000,< 1 year,RENT,87000,841.49,0,5.32,178,4548,1,8,Fully Paid
5600,< 1 year,MORTGAGE,160000,4187,4,11.99,192,23754,6,13,Fully Paid
2700,2 years,RENT,35000,1559.54,0,11.48,283,5114,7,21,Fully Paid
16000,10+ years,MORTGAGE,75000,12560.74,1,11.99,140,14010,4,12,Fully Paid
1000,3 years,RENT,65000,499.11,0,12.88,153,2297,3,6,Fully Paid
8000,10+ years,MORTGAGE,55000,6814.26,3,12.88,236,22954,2,5,Fully Paid
10000,10+ years,OWN,75000,5494.01,2,11.48,199,4849,5,18,Fully Paid
5000,2 years,OWN,24000,184.5,0,19.48,89,860,8,6,Charged Off
17500,10+ years,RENT,78250,636.98,1,18.49,247,2925,6,19,Charged Off
30000,10+ years,MORTGAGE,110000,725.89,0,15.77,306,8659,2,8,Current
6950,,OWN,24199.8,237.11,3,13.99,214,1473,6,8,Fully Paid
3000,< 1 year,OWN,77500,2644.27,6,15.77,234,58126,5,8,Fully Paid
12000,10+ years,MORTGAGE,77000,9199.42,1,11.48,141,18082,7,12,Fully Paid
11200,< 1 year,MORTGAGE,40000,10658.46,2,19.48,274,8843,12,13,Fully Paid
10000,10+ years,MORTGAGE,38000,5975.31,2,9.17,224,16188,1,13,Fully Paid
7200,8 years,RENT,60000,237.36,0,11.48,65,13750,4,16,Charged Off
16800,3 years,RENT,80000,381.23,0,12.88,148,8200,0,15,Current
26500,< 1 year,RENT,53000,25944.13,0,13.44,151,4050,5,13,Fully Paid
7325,10+ years,OWN,45000,259.39,3,16.59,172,15188,3,10,Fully Paid
21000,9 years,MORTGAGE,65000,16746.53,1,18.49,108,9434,3,9,Fully Paid
12500,< 1 year,MORTGAGE,150000,376.24,1,5.32,149,51350,1,17,Fully Paid
12000,5 years,MORTGAGE,80000,250.1,2,9.17,180,18322,4,14,Current
8000,1 year,MORTGAGE,80000,1891.05,1,7.49,182,100942,2,4,Fully Paid
13000,10+ years,MORTGAGE,50000,8622.17,1,11.99,193,8868,6,13,Fully Paid
24000,10+ years,MORTGAGE,68000,3717.14,6,7.91,317,14674,5,19,Fully Paid
12000,,MORTGAGE,60000,279.16,2,13.99,135,15637,7,9,Current
20000,10+ years,MORTGAGE,145000,12238.94,12,6.49,248,44077,4,23,Fully Paid
2800,3 years,RENT,52000,1111.66,0,9.17,169,19783,0,11,Fully Paid
12000,10+ years,RENT,48000,6179.8,0,11.99,147,7112,2,5,Fully Paid
25000,9 years,RENT,100000,16638.84,0,12.88,176,2705,5,9,Fully Paid
4200,10+ years,RENT,42000,1299.8,0,9.17,189,969,1,6,Fully Paid
24000,< 1 year,RENT,148500,615.86,0,18.49,121,4588,17,25,Current
21000,< 1 year,RENT,105000,524.96,2,17.27,136,39941,6,8,Current
24000,3 years,OWN,150000,783.24,1,10.78,97,42183,7,18,Charged Off
20000,< 1 year,OWN,140000,12666.53,4,5.32,188,29055,2,10,Fully Paid
7200,10+ years,MORTGAGE,75000,675.99,1,7.91,243,16898,7,10,Charged Off
9000,10+ years,OWN,76000,8477.58,4,11.99,135,17378,3,8,Fully Paid
23700,4 years,MORTGAGE,64000,544.61,2,13.44,137,13754,8,12,Charged Off
13800,10+ years,MORTGAGE,59000,390.06,3,23.13,331,10901,11,19,Current
13000,10+ years,MORTGAGE,45156,302.42,0,13.99,213,4587,3,13,Current
7500,10+ years,RENT,52513,1782.85,0,6.49,411,2494,10,13,Fully Paid
6400,10+ years,MORTGAGE,120000,1798.57,7,9.8,233,12671,8,23,Fully Paid
2000,4 years,MORTGAGE,98000,61.25,1,6.49,185,40386,2,7,Fully Paid
20000,< 1 year,MORTGAGE,40000,19478.8,2,22.45,211,2658,8,10,Fully Paid
6000,1 year,RENT,66150,2525.37,0,7.91,115,13342,6,13,Fully Paid
11000,8 years,MORTGAGE,55000,1767.53,1,10.78,322,3376,5,9,Fully Paid
30000,10+ years,OWN,80000,625.23,2,9.17,239,8459,1,7,Current
10000,2 years,OWN,61000,474.58,0,13.44,148,5935,4,10,Fully Paid
29650,2 years,MORTGAGE,71000,29200.55,1,19.89,140,9442,6,15,Fully Paid
3300,2 years,OWN,32000,738.71,3,10.78,149,881,1,5,Fully Paid
10000,10+ years,OWN,95000,5716.18,2,9.8,128,22139,12,14,Fully Paid
8000,10+ years,MORTGAGE,35500,6499.41,2,10.78,210,561,5,11,Fully Paid
19200,< 1 year,RENT,125000,0.66,0,11.48,315,2446,9,21,Fully Paid
8000,10+ years,RENT,80000,6520.92,0,11.48,242,3707,4,7,Fully Paid
4500,< 1 year,RENT,62275,614.87,0,16.59,168,66661,11,7,Fully Paid
13500,< 1 year,RENT,105000,4038.01,2,6.49,163,5990,3,6,Fully Paid
5000,2 years,MORTGAGE,106000,613.18,1,6.99,199,4826,4,13,Fully Paid
12000,4 years,MORTGAGE,96000,9028.57,1,7.49,218,35340,7,14,Fully Paid
28000,10+ years,MORTGAGE,107000,842.99,1,5.32,287,7527,0,24,Fully Paid
5000,3 years,MORTGAGE,55000,5093.87,1,12.88,26,7704,5,12,Fully Paid
10000,2 years,RENT,107000,5303.4,0,13.99,119,5995,5,6,Fully Paid
4000,< 1 year,RENT,45000,63.31,1,13.44,100,29559,9,10,Fully Paid
21000,6 years,MORTGAGE,65000,454.3,1,10.78,172,22740,8,14,Current
20800,1 year,RENT,101000,15658.06,1,7.91,236,2045,2,6,Fully Paid
5500,7 years,MORTGAGE,32000,4582.14,2,9.17,208,28506,2,6,Fully Paid
12000,10+ years,OWN,39500,6540.39,0,9.17,350,1419,4,10,Fully Paid
14500,< 1 year,RENT,42772,12067.59,0,18.49,118,7120,8,16,Fully Paid
11725,5 years,RENT,58000,2002.18,1,18.49,232,4055,12,21,Fully Paid
11375,< 1 year,MORTGAGE,45600,8945.59,1,15.77,103,11888,5,12,Fully Paid
23275,3 years,MORTGAGE,54000,573.33,3,16.59,205,12842,6,13,Charged Off
20150,10+ years,RENT,56000,11744.48,3,22.45,232,5544,1,8,Fully Paid
20000,10+ years,MORTGAGE,125000,9669.83,5,9.17,215,31868,6,16,Fully Paid
2400,8 years,RENT,61000,1389.58,0,11.48,47,3467,5,5,Fully Paid
10000,7 years,MORTGAGE,55000,1545.69,3,7.91,222,8247,6,18,Fully Paid
15000,10+ years,MORTGAGE,31000,469.14,0,7.91,197,4405,2,7,Fully Paid
21000,3 years,MORTGAGE,50000,532.92,3,17.97,129,6178,9,24,Charged Off
18500,10+ years,MORTGAGE,76000,14427.57,2,13.99,105,17100,5,9,Fully Paid
5000,2 years,RENT,90000,162.89,0,10.78,113,23124,1,5,Fully Paid
11200,10+ years,MORTGAGE,120000,8977.7,4,13.99,326,27798,11,21,Fully Paid
10000,10+ years,OWN,125000,6987.49,3,7.91,280,8289,3,7,Fully Paid
5000,< 1 year,RENT,40000,163.18,1,10.78,103,5389,2,5,Charged Off
20000,2 years,RENT,95000,19669.23,0,9.17,90,4183,8,16,Fully Paid
9600,4 years,RENT,29000,5814.79,0,11.99,128,631,5,9,Fully Paid
10100,2 years,RENT,96000,8220.65,3,11.48,134,3515,3,12,Fully Paid
2000,2 years,RENT,55000,1005.11,0,13.44,387,17827,2,6,Fully Paid
24000,4 years,RENT,111000,251.83,0,7.49,560,6925,5,19,Fully Paid
35000,2 years,MORTGAGE,140000,50,3,17.97,256,32500,7,17,Charged Off
5000,10+ years,OWN,70000,2334.68,0,5.32,353,1799,4,7,Fully Paid
23500,< 1 year,RENT,61850,766.92,0,10.78,112,2284,0,5,Charged Off
30000,10+ years,MORTGAGE,110000,1051.31,2,15.77,306,20663,7,15,Charged Off
28000,9 years,MORTGAGE,120000,14128.31,4,10.78,244,21068,3,14,Fully Paid
28000,< 1 year,RENT,120000,20563.03,0,13.44,233,17483,2,4,Fully Paid
8000,2 years,MORTGAGE,112000,2403.87,1,6.49,113,14660,5,19,Fully Paid
28000,< 1 year,RENT,80000,21643.73,2,12.88,93,23068,11,12,Fully Paid
3000,7 years,MORTGAGE,85000,1786.96,8,9.17,134,50840,3,5,Fully Paid
18000,3 years,MORTGAGE,70000,400,1,13.99,174,6577,3,11,Late (31-120 days)
5400,4 years,RENT,90000,3444.93,0,6.49,133,8777,2,8,Fully Paid
15000,9 years,RENT,109000,504.24,2,12.88,115,2540,11,19,Fully Paid
16400,3 years,OWN,56157,15843.39,0,21.48,306,3063,10,13,Fully Paid
20800,2 years,MORTGAGE,55000,5499.84,1,13.99,193,12918,4,21,Fully Paid
10000,10+ years,OWN,52000,3232.81,5,13.99,134,4774,9,15,Fully Paid
20000,10+ years,OWN,85000,631.26,3,8.49,303,6821,6,9,Charged Off
15000,2 years,OWN,50000,2078.57,3,14.85,203,6273,1,4,Fully Paid
6800,2 years,MORTGAGE,40000,214.54,4,8.49,150,14076,3,9,Fully Paid
8400,10+ years,MORTGAGE,44000,6018.01,0,12.88,51,593,0,3,Fully Paid
4500,7 years,RENT,24000,144.39,0,9.8,58,859,2,4,Fully Paid
16800,5 years,RENT,64000,398.35,0,14.85,45,3459,3,9,Current
15000,10+ years,MORTGAGE,72000,384.92,3,18.49,242,31739,4,12,Current
4000,10+ years,RENT,56000,131.7,0,11.48,30,3749,4,11,Fully Paid
35000,10+ years,MORTGAGE,225000,925.15,7,19.89,172,24876,8,19,Current
25000,1 year,RENT,207000,265.38,8,12.88,160,28416,5,10,Fully Paid
6000,1 year,RENT,48000,216.82,0,12.88,286,1713,7,13,Charged Off
30000,4 years,MORTGAGE,120000,2327.43,1,9.17,116,14124,7,14,Fully Paid
5000,4 years,RENT,38000,157.6,0,8.49,298,1050,6,11,Fully Paid
12000,,MORTGAGE,40000,6826.05,1,17.97,126,21819,0,3,Fully Paid
7200,9 years,RENT,69460,236.25,0,11.48,140,7269,5,8,Fully Paid
20000,,MORTGAGE,55000,19805.82,2,20.5,49,25558,7,10,Fully Paid
3000,10+ years,RENT,40800,107.37,0,17.27,109,4969,1,7,Charged Off
16000,10+ years,MORTGAGE,85000,15833.28,1,18.99,192,9327,4,9,Fully Paid
10000,3 years,OWN,28000,354.5,0,16.59,294,1499,5,15,Charged Off
9000,2 years,RENT,28000,7248.9,0,13.99,45,3674,6,8,Fully Paid
11950,5 years,RENT,75000,408.37,0,13.99,167,787,9,12,Charged Off
18000,8 years,MORTGAGE,88000,597.78,0,11.99,134,3888,5,14,Charged Off
16800,3 years,MORTGAGE,58000,10234.82,7,8.49,118,13467,7,11,Fully Paid
35000,10+ years,MORTGAGE,90000,1282.49,2,18.99,252,108371,0,3,Fully Paid
6125,1 year,MORTGAGE,30000,383.92,0,5.32,255,855,5,13,Charged Off
11400,5 years,RENT,50000,375.74,0,11.48,73,2474,4,10,Fully Paid
20000,1 year,MORTGAGE,60000,9543.42,2,7.91,343,12525,8,14,Fully Paid
2000,7 years,MORTGAGE,36000,216.84,0,12.88,145,9337,4,4,Charged Off
15000,3 years,RENT,49282,482.61,0,9.8,121,4864,3,32,Charged Off
22400,10+ years,MORTGAGE,68557,1969.3,1,10.78,197,14652,0,11,Fully Paid
24000,10+ years,MORTGAGE,129000,558.32,3,13.99,264,48388,7,8,Charged Off
10000,9 years,MORTGAGE,35000,237.12,0,14.85,113,566,3,7,Current
29500,10+ years,OWN,59000,901.17,0,13.44,327,7213,0,6,Fully Paid
31000,5 years,RENT,70000,28401.68,0,18.49,39,11094,3,7,Fully Paid
30000,3 years,MORTGAGE,75000,659.48,2,11.48,138,14312,4,15,Current
5000,10+ years,MORTGAGE,48000,364.93,3,18.99,217,53531,3,6,Fully Paid
11200,10+ years,MORTGAGE,80000,369.01,1,11.48,117,38019,6,6,Fully Paid
16000,10+ years,MORTGAGE,62000,500,3,11.48,284,24339,1,9,Charged Off
7000,5 years,RENT,75000,222.34,0,9.17,117,17110,7,9,Fully Paid
7400,6 years,RENT,88000,7259.66,0,17.97,177,14611,4,6,Fully Paid
2000,10+ years,MORTGAGE,45000,1561.33,2,8.49,211,4974,5,16,Fully Paid
12300,< 1 year,MORTGAGE,125000,12109.13,4,9.8,139,151111,7,11,Fully Paid
8500,,MORTGAGE,98000,5556.96,4,9.8,154,1583,4,10,Fully Paid
7300,1 year,RENT,105000,3454.72,2,6.99,125,2852,6,12,Fully Paid
10075,2 years,RENT,30000,341.61,0,13.44,111,1382,2,6,Charged Off
9600,5 years,MORTGAGE,61000,953.68,3,9.8,137,17067,3,15,Fully Paid
24000,10+ years,MORTGAGE,75000,21943.32,1,18.99,131,16049,4,10,Fully Paid
5875,9 years,RENT,54000,4517.75,0,19.89,149,1715,8,7,Fully Paid
13975,1 year,RENT,62000,515.67,0,19.48,168,23015,4,6,Charged Off
14575,10+ years,MORTGAGE,65000,6258.42,1,9.8,223,13735,2,12,Fully Paid
16225,4 years,RENT,63000,11005.84,4,23.13,225,3117,9,10,Fully Paid
11975,7 years,MORTGAGE,46000,327.21,4,21.48,155,12547,3,14,Current
10000,4 years,RENT,48000,326.19,0,10.78,217,2215,7,12,Fully Paid
7450,10+ years,MORTGAGE,58000,273.05,2,18.99,117,30224,1,5,Charged Off
17000,7 years,MORTGAGE,78000,14114.71,3,9.17,238,20157,4,8,Fully Paid
15000,< 1 year,RENT,51480,508.6,2,13.44,94,7074,2,11,Charged Off
20000,10+ years,MORTGAGE,86000,6194.86,0,9.17,221,2914,4,18,Fully Paid
5000,6 years,RENT,102000,321.48,3,9.8,300,3689,3,13,Fully Paid
16000,5 years,MORTGAGE,50000,328.19,5,8.49,317,34457,2,5,Current
20000,10+ years,OWN,145000,11072.41,0,6.99,184,3453,0,9,Fully Paid
5000,3 years,MORTGAGE,55000,2607.85,2,11.48,422,33003,3,8,Fully Paid
8000,2 years,RENT,52936,255.04,0,9.17,91,3590,1,13,Charged Off
12000,10+ years,RENT,56000,5590.58,0,11.48,242,1606,7,16,Fully Paid
18000,3 years,RENT,72000,567.82,0,8.49,120,4078,2,18,Fully Paid
35000,10+ years,OWN,177000,1186.72,1,13.44,359,12796,3,13,Charged Off
12000,3 years,RENT,63000,259.6,0,10.78,130,3247,4,9,Charged Off
15000,< 1 year,MORTGAGE,145000,25.72,2,13.99,65,19244,11,17,Fully Paid
6000,< 1 year,RENT,25000,14.32,1,9.8,207,862,8,13,Fully Paid
12000,10+ years,OWN,42600,813.76,0,13.44,52,820,3,5,Charged Off
10000,10+ years,RENT,82000,3114.37,2,9.8,153,3664,10,12,Fully Paid
11175,5 years,RENT,142654.66,1836.34,4,9.17,131,5856,5,9,Fully Paid
6400,3 years,MORTGAGE,115000,586.68,4,8.49,558,49598,1,6,Fully Paid
20000,8 years,RENT,66000,465.27,0,13.99,89,1499,6,14,Current
35000,10+ years,MORTGAGE,650000,17247,8,21.48,128,61939,10,17,Fully Paid
27000,1 year,MORTGAGE,60000,527.31,3,19.48,208,13931,5,14,Fully Paid
6000,< 1 year,MORTGAGE,48000,3313.91,1,11.48,154,15392,2,6,Fully Paid
7500,10+ years,MORTGAGE,51000,2476.95,3,6.99,138,7907,5,14,Fully Paid
30000,8 years,RENT,87000,24447.48,4,23.13,329,3738,10,11,Fully Paid
16000,1 year,MORTGAGE,300000,500.63,0,7.91,252,6152,7,16,Fully Paid
9600,10+ years,MORTGAGE,89000,60,3,12.88,391,28895,5,16,Charged Off
24000,10+ years,MORTGAGE,70000,569.08,1,14.85,91,5514,10,22,Charged Off
15000,10+ years,RENT,65000,536.75,2,17.27,307,3143,6,13,Fully Paid
8000,7 years,MORTGAGE,57000,265.53,1,11.99,121,37680,5,9,Fully Paid
34000,10+ years,MORTGAGE,118000,1191.12,4,15.77,373,4737,3,15,Fully Paid
12000,10+ years,OWN,30000,327.89,0,21.48,113,2170,2,12,Current
20000,8 years,MORTGAGE,67500,19915.18,1,20.5,127,10345,8,11,Fully Paid
5000,1 year,MORTGAGE,50000,2029.71,4,10.78,162,28068,7,11,Fully Paid
8675,9 years,MORTGAGE,40166,296.4,0,13.99,186,6323,2,14,Fully Paid
7000,,MORTGAGE,65000,4858.07,3,6.99,449,5975,6,23,Fully Paid
15000,,MORTGAGE,76000,436.19,2,7.49,480,53850,2,7,Fully Paid
12000,10+ years,OWN,178500,4248.2,4,12.88,140,14306,15,23,Fully Paid
20000,2 years,OWN,82500,14427.36,5,13.44,100,19584,8,10,Fully Paid
20000,10+ years,RENT,80000,617.08,0,6.99,179,6584,0,6,Fully Paid
4875,10+ years,MORTGAGE,70000,155.4,4,9.17,147,14708,7,16,Fully Paid
24000,10+ years,MORTGAGE,130000,20277.33,2,11.99,213,23328,0,15,Fully Paid
35000,5 years,MORTGAGE,85000,975.64,3,22.45,159,28059,8,11,Current
14400,2 years,MORTGAGE,73500,330.9,5,13.44,288,19815,8,16,Current
35000,10+ years,RENT,86000,22502.17,0,13.44,157,2601,0,17,Fully Paid
14250,5 years,MORTGAGE,31000,12932.79,2,15.77,192,14151,4,10,Fully Paid
30000,7 years,MORTGAGE,110000,23868.08,5,11.99,194,21961,5,16,Fully Paid
28800,10+ years,RENT,105000,28510.22,0,11.99,376,3369,7,14,Fully Paid
6000,6 years,OWN,22652,203.34,1,13.44,214,3126,2,8,Fully Paid
16000,10+ years,MORTGAGE,98000,10.53,0,11.99,65,3843,5,12,Fully Paid
4850,5 years,MORTGAGE,39000,160.91,3,11.99,113,42662,2,6,Fully Paid
25000,10+ years,OWN,60000,17135.98,0,11.48,221,3520,4,8,Fully Paid
13200,10+ years,MORTGAGE,110000,405.17,5,6.49,181,53394,4,9,Fully Paid
20000,4 years,RENT,70200,722.75,0,17.97,280,10359,2,4,Charged Off
25000,10+ years,RENT,120000,16038.67,2,12.88,251,27735,7,10,Fully Paid
8000,6 years,MORTGAGE,42000,5173.04,1,8.49,307,4821,5,7,Fully Paid
10000,10+ years,MORTGAGE,120000,3256.62,6,13.99,256,18886,11,14,Fully Paid
14075,10+ years,RENT,32000,469.63,0,11.99,241,1776,4,5,Fully Paid
6500,< 1 year,MORTGAGE,62000,214.29,2,11.48,111,9510,7,11,Charged Off
5000,10+ years,RENT,28000,160.74,0,9.8,112,966,3,9,Fully Paid
15000,10+ years,RENT,128000,7357.04,2,10.78,48,13116,5,9,Fully Paid
9150,6 years,MORTGAGE,26000,1557.92,2,17.27,54,23376,7,5,Fully Paid
6000,< 1 year,RENT,45000,192.64,0,9.8,120,1886,10,14,Fully Paid
10000,7 years,MORTGAGE,105000,312.95,2,7.91,65,29517,0,8,Charged Off
3500,3 years,RENT,32000,108.69,0,7.49,112,2231,5,9,Fully Paid
11000,10+ years,MORTGAGE,75000,4876,2,6.49,143,16565,3,9,Fully Paid
5000,10+ years,RENT,60000,3608.92,0,12.88,202,2760,5,7,Fully Paid
6000,10+ years,MORTGAGE,95000,2090.26,4,11.99,205,5501,12,10,Fully Paid
35000,3 years,RENT,150000,35456.98,0,8.49,123,1838,3,19,Fully Paid
6000,10+ years,RENT,110000,3320.87,0,6.99,135,3091,5,10,Fully Paid
7500,10+ years,OWN,60000,33.09,4,8.49,298,690,2,9,Fully Paid
35000,2 years,MORTGAGE,128000,814.21,4,13.99,344,22418,2,14,Current
18000,10+ years,RENT,52000,4482.16,0,9.17,247,1192,1,13,Fully Paid
8700,6 years,MORTGAGE,110000,277.21,1,9.17,126,24469,1,5,Fully Paid
10800,6 years,RENT,37000,368.89,0,13.99,139,4416,6,15,Fully Paid
6000,9 years,OWN,50000,2938.42,2,10.78,166,53837,2,5,Fully Paid
10000,3 years,MORTGAGE,75000,4372.5,2,11.99,200,8154,7,22,Fully Paid
6000,3 years,MORTGAGE,60000,4642.71,0,13.44,84,1120,10,10,Fully Paid
32450,5 years,MORTGAGE,87000,823.49,1,17.97,53,28016,5,9,Charged Off
17150,,OWN,62675,12045.09,2,8.49,484,4022,8,12,Fully Paid
24000,6 years,MORTGAGE,265000,742.14,1,6.99,196,15280,19,55,Fully Paid
24000,1 year,MORTGAGE,80000,20657.91,1,8.49,186,16316,8,25,Fully Paid
6000,10+ years,MORTGAGE,59000,193.05,1,9.8,156,7871,8,13,Charged Off
14150,3 years,RENT,68000,374.03,0,19.89,180,8457,8,11,Charged Off
6000,,MORTGAGE,33680,610.13,4,11.99,128,2992,7,7,Fully Paid
5750,4 years,RENT,65000,1556.36,6,15.77,208,926,10,17,Fully Paid
11000,1 year,RENT,76000,183.92,0,5.32,125,8849,0,7,Fully Paid
35000,10+ years,MORTGAGE,89000,23544.46,6,14.85,187,17541,5,13,Fully Paid
23500,< 1 year,MORTGAGE,42500,487.74,0,21.48,119,5515,1,11,Charged Off
